21,404|2
21,402|2
22,400|2
22,398|2
22,396|2
23,394|2
23,393|2
23,391|2
24,388|2
24,386|2
25,381|2
25,378|2
25,375|2
26,371|2
26,367|2
26,362|2
28,357|2
28,353|2
29,347|2
29,342|2
30,337|2
32,333|2
33,328|2
35,324|2
36,320|2
37,316|2
39,311|2
40,306|2
42,301|2
45,295|2
46,289|2
48,283|2
50,277|2
52,272|2
54,267|2
57,262|2
59,257|2
60,253|2
64,247|2
66,242|2
67,238|2
71,231|2
73,227|2
75,224|2
78,220|2
79,217|2
81,213|2
83,210|2
86,205|2
90,199|2
92,196|2
95,193|2
97,189|2
100,186|2
102,183|2
105,179|2
108,175|2
111,172|2
114,168|2
118,164|2
121,160|2
126,156|2
131,152|2
136,148|2
141,144|2
144,141|2
148,138|2
154,134|2
160,129|2
165,125|2
171,120|2
177,117|2
183,113|2
187,110|2
192,107|2
199,103|2
203,100|2
209,97|2
215,95|2
221,92|2
225,90|2
230,87|2
234,85|2
239,84|2
243,82|2
248,80|2
253,78|2
257,76|2
262,74|2
267,73|2
272,71|2
279,70|2
285,69|2
291,67|2
299,66|2
305,65|2
311,64|2
318,63|2
324,62|2
330,61|2
337,61|2
342,59|2
348,59|2
355,58|2
361,58|2
366,56|2
371,56|2
376,56|2
382,55|2
390,55|2
397,55|2
404,55|2
410,55|2
417,55|2
425,55|2
433,55|2
443,57|2
452,57|2
460,58|2
468,58|2
473,60|2
478,61|2
483,61|2
487,63|2
492,64|2
497,65|2
503,67|2
509,69|2
516,72|2
521,74|2
526,76|2
531,79|2
537,82|2
544,86|2
550,91|2
558,96|2
568,101|2
578,107|2
587,112|2
595,117|2
601,122|2
607,128|2
614,134|2
618,139|2
624,145|2
629,153|2
634,158|2
638,163|2
643,169|2
647,175|2
651,181|2
656,189|2
660,195|2
664,200|2
668,206|2
672,211|2
675,216|2
679,220|2
682,224|2
684,229|2
687,234|2
690,239|2
693,243|2
695,248|2
697,252|2
699,257|2
701,262|2
702,267|2
704,271|2
706,277|2
708,283|2
709,289|2
710,295|2
712,303|2
713,309|2
714,316|2
715,324|2
716,330|2
717,337|2
719,344|2
720,350|2
721,358|2
722,366|2
723,374|2
724,382|2
724,388|2
724,395|2
724,403|2
724,410|2
724,416|2
724,420|2
724,421|2
55,392|2
55,390|2
58,385|2
61,379|2
64,375|2
66,370|2
69,363|2
72,357|2
75,351|2
77,345|2
79,338|2
82,331|2
83,325|2
86,319|2
87,314|2
89,309|2
90,303|2
91,298|2
93,292|2
95,286|2
96,280|2
98,274|2
100,268|2
101,264|2
103,259|2
104,255|2
106,251|2
108,247|2
110,243|2
111,239|2
113,236|2
115,232|2
117,228|2
119,224|2
121,220|2
124,217|2
125,213|2
128,210|2
130,207|2
132,203|2
135,199|2
138,194|2
139,194|2
141,190|2
144,186|2
148,183|2
148,182|2
151,178|2
155,175|2
158,171|2
162,166|2
166,162|2
169,159|2
173,155|2
177,152|2
180,149|2
184,146|2
187,144|2
191,140|2
195,137|2
199,135|2
203,132|2
208,129|2
213,126|2
217,123|2
222,120|2
227,117|2
232,115|2
237,112|2
243,109|2
248,107|2
253,105|2
259,102|2
263,100|2
266,99|2
270,98|2
274,96|2
279,95|2
286,93|2
292,93|2
298,92|2
304,91|2
312,90|2
321,90|2
332,89|2
342,89|2
350,89|2
357,88|2
363,88|2
367,88|2
373,88|2
379,88|2
388,88|2
397,88|2
405,88|2
411,88|2
418,88|2
425,88|2
426,88|2
433,89|2
440,90|2
447,91|2
454,92|2
460,93|2
467,95|2
474,96|2
482,98|2
489,101|2
499,103|2
506,106|2
513,108|2
519,111|2
525,114|2
530,116|2
534,118|2
539,122|2
543,126|2
550,133|2
556,139|2
562,146|2
566,152|2
570,158|2
574,164|2
578,169|2
583,175|2
586,180|2
590,184|2
595,191|2
600,197|2
605,203|2
610,208|2
614,213|2
617,218|2
622,222|2
626,228|2
629,232|2
632,237|2
635,240|2
637,244|2
639,247|2
641,250|2
643,253|2
646,258|2
650,264|2
654,270|2
658,275|2
661,279|2
664,283|2
667,288|2
670,293|2
673,298|2
675,303|2
678,309|2
681,312|2
682,316|2
684,318|2
685,322|2
687,326|2
688,330|2
690,334|2
692,338|2
693,341|2
694,344|2
695,348|2
696,353|2
698,357|2
699,363|2
700,368|2
701,373|2
702,379|2
702,383|2
702,387|2
703,393|2
703,397|2
703,401|2
703,405|2
703,408|2
703,412|2
703,415|2
703,416|2
703,417|2
92,405|2
92,404|2
94,400|2
95,397|2
97,393|2
98,390|2
101,385|2
103,380|2
105,375|2
107,370|2
109,365|2
111,359|2
113,353|2
116,347|2
118,341|2
121,334|2
124,327|2
126,321|2
128,315|2
131,309|2
133,305|2
135,301|2
137,297|2
138,292|2
141,287|2
143,283|2
145,278|2
147,273|2
149,269|2
151,265|2
153,260|2
156,255|2
158,251|2
161,246|2
163,242|2
165,238|2
166,235|2
169,231|2
171,227|2
173,223|2
176,219|2
178,215|2
181,211|2
184,206|2
187,202|2
191,197|2
195,192|2
199,188|2
202,185|2
205,181|2
210,177|2
214,173|2
219,169|2
222,165|2
227,161|2
230,158|2
234,155|2
240,152|2
243,149|2
247,146|2
251,143|2
255,140|2
261,137|2
267,134|2
271,132|2
276,129|2
280,128|2
284,127|2
288,126|2
294,125|2
298,123|2
304,121|2
311,119|2
319,118|2
325,118|2
330,116|2
334,116|2
337,115|2
341,115|2
346,113|2
351,112|2
356,112|2
360,112|2
364,112|2
369,111|2
373,111|2
379,111|2
385,111|2
393,111|2
400,112|2
407,113|2
414,113|2
421,114|2
428,115|2
434,116|2
440,117|2
445,119|2
449,120|2
452,121|2
457,122|2
461,124|2
465,126|2
468,127|2
471,129|2
475,130|2
480,133|2
485,136|2
490,138|2
495,141|2
501,145|2
509,149|2
517,154|2
523,158|2
528,163|2
533,168|2
538,172|2
543,176|2
547,180|2
551,184|2
554,187|2
557,192|2
560,197|2
563,201|2
566,206|2
569,211|2
572,215|2
575,219|2
578,225|2
582,230|2
586,235|2
591,242|2
595,248|2
598,253|2
602,258|2
605,263|2
607,266|2
609,271|2
612,275|2
615,280|2
618,286|2
620,290|2
623,296|2
625,302|2
628,307|2
629,313|2
632,318|2
633,324|2
636,329|2
638,334|2
640,338|2
642,342|2
643,346|2
646,352|2
648,357|2
649,360|2
652,365|2
653,370|2
656,375|2
658,380|2
660,386|2
663,392|2
665,399|2
668,407|2
670,412|2
672,416|2
673,419|2
673,422|2
674,422|2
145,413|2
145,411|2
146,407|2
146,404|2
147,400|2
148,393|2
149,386|2
150,379|2
151,372|2
153,365|2
154,360|2
156,353|2
158,348|2
160,342|2
163,336|2
165,330|2
167,325|2
170,318|2
172,313|2
175,308|2
177,303|2
180,297|2
182,293|2
184,288|2
187,284|2
190,279|2
192,275|2
194,271|2
196,269|2
197,266|2
199,263|2
201,260|2
203,257|2
205,253|2
207,250|2
209,246|2
211,242|2
214,237|2
216,234|2
219,229|2
221,225|2
224,221|2
226,217|2
229,211|2
233,205|2
237,199|2
240,194|2
244,188|2
247,184|2
250,180|2
252,177|2
255,173|2
258,170|2
262,166|2
265,162|2
268,159|2
271,156|2
273,154|2
276,151|2
279,150|2
282,148|2
284,147|2
288,145|2
292,144|2
297,143|2
304,142|2
313,141|2
321,141|2
328,140|2
335,139|2
340,138|2
344,137|2
349,136|2
354,136|2
359,136|2
366,136|2
373,136|2
379,136|2
387,136|2
395,136|2
403,137|2
409,137|2
414,137|2
417,138|2
420,138|2
422,139|2
425,139|2
429,140|2
434,141|2
440,142|2
443,143|2
445,144|2
448,145|2
452,147|2
457,150|2
462,153|2
466,156|2
470,159|2
475,164|2
479,168|2
483,173|2
487,179|2
493,184|2
497,190|2
503,196|2
507,202|2
510,206|2
514,211|2
518,216|2
522,222|2
527,228|2
531,234|2
534,240|2
539,246|2
543,254|2
547,260|2
550,265|2
555,270|2
557,274|2
560,278|2
563,283|2
566,286|2
569,290|2
571,295|2
574,298|2
577,302|2
579,307|2
581,311|2
584,315|2
587,319|2
589,323|2
591,327|2
594,331|2
596,335|2
599,340|2
602,345|2
605,350|2
608,358|2
611,364|2
614,370|2
617,375|2
620,380|2
622,385|2
625,392|2
628,400|2
631,406|2
634,412|2
636,414|2
637,417|2
639,420|2
641,424|2
641,426|2
642,428|2
643,430|2
643,432|2
643,433|2
